,Player,From,To,School,Conf,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2426,Nick Young,2006,2007,Southern California,Pac-10,67,2244,430,864,363,695,67,169,238,300,118,251,369,99,58,17,157,169,1165
2427,Clarence Jackson,2008,2011,Siena,MAAC,118,2359,410,998,224,467,186,531,158,227,68,174,242,90,115,19,167,165,1164
2428,Sergio Kerusch,2009,2011,Western Kentucky,Sun Belt,86,2408,442,953,338,616,104,337,176,277,222,427,649,46,42,18,111,186,1164
2429,Conner Avants,2016,2019,North Dakota,Total,119,2818,467,838,458,811,9,27,220,326,193,371,564,94,86,46,178,319,1163
2430,Gary Blackston,2018,2019,Prairie View,SWAC,67,2126,393,904,300,638,93,266,284,412,107,306,413,179,108,9,168,201,1163
2431,Jordan Chatman,2016,2019,Total,Total,129,3362,373,932,153,356,220,576,197,229,43,221,264,170,54,17,124,197,1163
2432,Allen Huddleston,2010,2014,Total,Total,134,2996,341,889,167,368,174,521,307,467,51,219,270,170,138,8,166,222,1163
2433,Halil Kanacevic,2010,2014,Total,Total,128,3707,444,980,396,800,48,180,227,364,301,727,1028,407,91,220,343,448,1163
2434,Casey Kasperbauer,2013,2016,South Dakota,Summit,123,3378,379,891,122,281,257,610,148,163,17,247,264,168,99,3,101,128,1163
2435,Stefan Perunicic,2009,2012,St. Francis (NY),NEC,118,3437,377,1000,97,234,280,766,129,188,54,247,301,112,82,36,223,339,1163
2436,Amu Saaka,2007,2011,Total,Total,121,2816,397,877,299,601,98,276,271,364,175,389,564,130,58,34,172,275,1163
2437,Geary Claxton,2006,2008,Penn State,Big Ten,72,2399,418,935,353,741,65,194,261,416,228,338,566,131,85,51,168,208,1162
2438,Jamaal Franklin,2011,2013,San Diego State,MWC,85,2198,362,849,264,524,98,325,340,436,128,468,596,162,86,51,218,182,1162
2439,Joe Willman,2010,2013,Bucknell,Patriot,134,3232,504,1013,503,1003,1,10,153,188,228,417,645,154,82,64,152,344,1162
2442,Tony Carr,2017,2018,Penn State,Big Ten,70,2392,386,974,265,668,121,306,268,341,55,286,341,325,52,20,171,141,1161
2443,Brian Conklin,2009,2012,Saint Louis,A-10,133,3137,404,792,403,788,1,4,352,498,233,306,539,105,59,37,206,317,1161
2444,Tyler Hood,2012,2015,Samford,Southern,119,2988,409,898,241,425,168,473,175,241,112,279,391,128,73,38,131,287,1161
2445,Ricky Johnson,2012,2016,Bethune-Cookman,MEAC,128,3574,322,959,184,495,138,464,379,467,78,230,308,295,108,3,242,291,1161
2446,Jonathan Lee,2010,2013,Northeastern,CAA,98,2914,374,811,266,544,108,267,305,382,99,231,330,293,119,6,255,189,1161
2447,Alex Olah,2013,2016,Northwestern,Big Ten,122,3225,439,902,409,790,30,112,253,367,179,484,663,171,52,181,181,290,1161
2448,Frank Robinson,2006,2008,Cal State Fullerton,Big West,88,2453,412,908,272,517,140,391,197,280,182,350,532,193,122,40,178,247,1161
2449,Davion Berry,2013,2014,Weber State,Big Sky,68,2217,342,727,221,425,121,302,355,447,28,257,285,262,75,16,161,137,1160
2450,Tony Danridge,2006,2009,New Mexico,MWC,96,2777,441,883,418,807,23,76,255,352,88,206,294,164,78,17,149,186,1160
2451,Marvin Dominique,2011,2015,Total,Total,114,2882,417,925,346,722,71,203,255,339,266,457,723,48,76,67,158,245,1160
2452,Tacko Fall,2016,2019,Central Florida,AAC,115,2649,497,672,497,671,0,1,166,384,307,580,887,50,25,280,240,299,1160
2453,Spencer Parker,2013,2016,Bowling Green State,MAC,114,3015,395,882,337,689,58,193,312,438,142,336,478,135,66,29,233,247,1160
2454,Craig Ponder,2012,2016,North Carolina-Wilmington,CAA,130,3216,393,965,271,644,122,321,252,367,56,282,338,257,101,20,222,295,1160
2455,Davell Roby,2015,2018,Saint Louis,A-10,128,3536,345,893,179,438,166,455,304,430,51,308,359,281,100,16,224,313,1160
2456,Jeff Thomas,2016,2019,Georgia State,Sun Belt,132,3264,402,943,187,394,215,549,141,177,91,350,441,116,100,81,113,243,1160
2457,Kevin Dukes,2010,2013,Bethune-Cookman,MEAC,136,3712,376,982,100,237,276,745,131,171,54,169,223,264,104,8,181,150,1159
2458,Desmond Haymon,2011,2014,Stephen F. Austin,Southland,112,3141,376,896,238,485,138,411,269,408,147,292,439,191,85,3,148,188,1159
2459,Cory Jefferson,2010,2014,Baylor,Big 12,130,2589,431,794,414,744,17,50,280,424,243,479,722,51,42,166,101,226,1159
2460,Roman Martinez,2007,2010,New Mexico,MWC,133,3353,397,888,192,381,205,507,160,223,239,393,632,201,136,45,134,307,1159
2461,Jordan Bitzer,2007,2010,Central Michigan,MAC,109,3223,361,929,165,387,196,542,240,286,62,375,437,189,169,36,168,280,1158
2464,Deandre Burnett,2015,2018,Total,Total,92,2354,319,879,163,436,156,443,364,437,38,151,189,243,67,10,184,123,1158
2465,Jeremy Bynum,2008,2011,Jacksonville State,OVC,110,2865,406,1004,177,420,229,584,117,158,63,280,343,137,58,18,142,200,1158
2466,Nikola Cvetinovic,2009,2012,Akron,MAC,141,3065,452,964,433,903,19,61,235,365,238,436,674,197,111,20,232,354,1158
2467,Romain Martin,2007,2010,Eastern Illinois,OVC,84,2375,404,965,205,447,199,518,151,182,27,174,201,82,46,6,161,146,1158
2468,Rodney Williams,2014,2017,Drexel,CAA,114,3055,420,860,417,846,3,14,315,479,242,445,687,125,40,128,182,389,1158
2469,David Hicks,2008,2011,Long Island University,NEC,124,3591,393,1032,246,581,147,451,224,302,141,329,470,138,119,22,174,255,1157
2470,Sam Hunt,2014,2018,Total,Total,124,2942,352,899,144,325,208,574,245,270,22,138,160,152,64,2,178,211,1157
2471,Lorenzo Keeler,2008,2010,Cal Poly,Big West,88,2575,342,970,182,470,160,500,313,363,38,181,219,164,41,4,182,157,1157
2472,Robert Mitchell,2007,2010,Total,Total,89,2481,431,1005,336,733,95,272,200,260,184,325,509,116,73,68,150,230,1157
2473,Edward Stephens,2015,2018,Total,Total,107,2852,391,960,166,360,225,600,150,191,50,198,248,169,85,5,115,159,1157
2474,Neil Watson,2012,2014,Southern Mississippi,CUSA,106,3322,329,823,165,408,164,415,335,393,47,244,291,473,160,4,229,274,1157
2475,Cody Zeller,2012,2013,Indiana,Big Ten,72,2087,399,674,399,672,0,2,359,475,188,337,525,92,86,87,141,177,1157
2476,Hayden Dalton,2016,2018,Wyoming,MWC,100,2544,363,815,216,421,147,394,283,341,113,557,670,214,56,63,207,239,1156
2477,Michael Jenkins,2006,2008,Winthrop,Big South,99,2564,409,969,204,431,205,538,133,186,71,253,324,221,105,30,165,180,1156
2478,Matty McConnell,2016,2019,Robert Morris,NEC,129,3790,375,1064,173,409,202,655,204,278,94,426,520,304,241,45,170,284,1156
2479,Colton Weisbrod,2015,2018,Total,Southland,90,2618,413,834,394,782,19,52,311,461,216,397,613,102,70,18,171,210,1156
2480,Isaac Williams,2015,2017,Mississippi Valley State,SWAC,99,2529,409,1082,234,557,175,525,163,197,92,280,372,88,69,15,101,181,1156
2481,Alpha Diallo,2017,2019,Providence,Big East,99,2893,395,907,331,680,64,227,301,428,189,403,592,218,117,31,192,259,1155
2482,Zach Filzen,2008,2012,Total,Total,117,2733,394,946,124,275,270,671,97,122,27,203,230,103,47,3,140,119,1155
2483,Johnny O'Bryant,2012,2014,Louisiana State,SEC,91,2465,446,956,440,929,6,27,257,415,277,425,702,115,47,72,267,255,1155
2484,Ethan Wragge,2010,2014,Creighton,Total,149,2732,360,816,26,55,334,761,101,116,74,358,432,72,47,22,69,297,1155
2485,Devin Booker,2010,2013,Clemson,ACC,128,3089,445,897,423,817,22,80,242,368,267,461,728,99,80,83,199,291,1154
2486,Jaire Grayer,2016,2019,George Mason,A-10,105,3090,421,1051,237,526,184,525,128,185,155,405,560,97,79,74,158,251,1154
2487,Joe McDonald,2013,2016,George Washington,A-10,133,3965,378,930,285,660,93,270,305,465,192,465,657,447,172,11,273,294,1154
2488,John Schoof,2012,2015,American,Patriot,127,4062,390,909,163,356,227,553,147,185,69,264,333,230,64,17,187,258,1154
2489,Akeem Springs,2013,2017,Total,Total,110,3014,407,982,257,532,150,450,190,266,100,356,456,159,74,13,155,168,1154
2490,Connar Tava,2013,2017,Total,Total,134,3407,409,777,400,722,9,55,327,501,202,488,690,314,123,44,322,349,1154
2491,Pablo Bertone,2011,2014,Florida Atlantic,Total,119,2625,422,954,311,638,111,316,198,278,93,283,376,173,86,22,211,243,1153
2492,Alex Copeland,2016,2019,Yale,Ivy,102,2419,434,897,359,680,75,217,210,255,38,164,202,244,95,3,163,122,1153
2493,Jake Gollon,2009,2014,Mercer,A-Sun,154,3754,392,891,302,631,90,260,279,345,191,484,675,320,162,43,297,331,1153
2494,JD Miller,2016,2019,Texas Christian,Big 12,140,3128,409,932,327,656,82,276,253,378,221,411,632,153,92,69,175,206,1153
2495,Sammy Mojica,2015,2018,Drexel,CAA,120,3657,414,1101,221,511,193,590,132,207,152,329,481,233,135,46,171,252,1153
2496,Tai Odiase,2015,2018,Illinois-Chicago,Horizon,130,3227,453,839,453,838,0,1,247,450,322,423,745,33,67,361,131,317,1153
2497,Jordan Sibert,2011,2015,Total,Total,122,2660,366,852,182,346,184,506,237,321,35,225,260,158,113,11,138,180,1153
2498,Jamaal Womack,2006,2009,St. Francis (NY),NEC,117,3709,389,1127,169,453,220,674,155,224,73,241,314,312,148,1,229,263,1153
2499,Kerry Blackshear Jr.,2016,2019,Virginia Tech,ACC,103,2552,406,761,366,632,40,129,300,426,223,393,616,143,67,73,148,313,1152
2500,Brian Darden,2012,2016,Total,Total,110,2762,330,947,99,275,231,672,261,315,36,168,204,140,79,3,157,245,1152
2501,Willis Hall,2010,2014,College of Charleston,Total,137,3482,453,914,356,643,97,271,149,196,284,559,843,119,70,45,184,307,1152
2502,Marcus Jordan,2010,2012,Central Florida,CUSA,94,2928,348,886,234,513,114,373,342,464,52,217,269,256,83,13,208,154,1152
2503,Chris Lowe,2006,2009,Massachusetts,A-10,124,3703,399,948,339,769,60,179,294,427,73,280,353,678,132,16,383,296,1152
2506,Jason Rich,2006,2008,Florida State,ACC,99,3010,446,940,393,770,53,170,207,267,105,257,362,178,111,26,216,249,1152
2507,Sylvester Seay,2006,2010,Total,Total,105,2396,408,924,301,590,107,334,229,332,148,321,469,107,88,113,186,245,1152
2508,Nate Miller,2006,2009,Total,Total,92,2718,448,969,396,801,52,168,203,391,175,436,611,210,150,33,188,162,1151
2509,Erik Rush,2007,2011,Montana State,Big Sky,119,2986,377,907,297,640,80,267,317,455,119,296,415,238,101,33,234,252,1151
2510,Martin Samarco,2006,2007,Bowling Green State,MAC,60,2148,375,924,195,462,180,462,221,274,55,177,232,106,56,7,142,144,1151
2511,Korvotney Barber,2006,2009,Auburn,SEC,106,2758,476,812,476,812,0,0,198,445,305,457,762,89,64,155,225,302,1150
2512,Fred Brown,2008,2012,Total,Total,119,2716,416,1042,233,563,183,479,135,184,65,162,227,207,110,9,219,191,1150
2513,Temple Gibbs,2017,2019,Notre Dame,ACC,104,3042,360,950,195,485,165,465,265,328,52,163,215,278,101,7,119,177,1150
2514,DaShaun Wood,2006,2007,Wright State,Horizon,61,2183,388,897,307,658,81,239,293,350,69,224,293,262,115,11,181,115,1150
2515,Alan Herndon,2015,2018,Wyoming,MWC,134,3608,423,859,299,493,124,366,179,293,114,519,633,169,73,185,147,280,1149
2516,Mike Moser,2010,2014,Total,Total,112,2729,430,995,313,643,117,352,172,226,192,617,809,177,131,79,221,251,1149
2517,Jaaron Simmons,2014,2018,Total,Total,131,3009,386,879,310,668,76,211,301,403,28,250,278,547,69,2,308,244,1149
2518,Sam Willard,2008,2011,Pacific,Big West,124,3170,434,881,394,767,40,114,241,328,284,594,878,153,83,61,178,284,1149
2519,Ben Brust,2011,2014,Wisconsin,Big Ten,124,3332,392,952,157,345,235,607,129,156,90,347,437,156,88,4,95,121,1148
2520,Jamaya Burr,2014,2017,McNeese State,Southland,117,3149,341,857,261,623,80,234,386,540,69,211,280,361,117,2,266,160,1148
2521,Steven Cook,2014,2017,Princeton,Ivy,110,2913,400,858,244,464,156,394,192,271,126,301,427,159,135,50,149,200,1148
2522,Chris Davis,2007,2009,Southern,SWAC,86,2602,389,894,261,556,128,338,242,322,60,236,296,199,117,16,218,145,1148
2523,Matt Frierson,2016,2019,Citadel,Southern,125,2652,350,962,26,69,324,893,124,136,42,163,205,138,99,5,91,128,1148
2524,Ryan Jones,2016,2019,Massachusetts-Lowell,AEC,115,3177,396,902,241,480,155,422,201,279,69,295,364,282,75,22,245,203,1148
2525,Christian Polk,2007,2011,Total,Total,119,3097,407,1041,220,528,187,513,147,185,26,228,254,231,99,16,201,267,1148
2528,Jay Wright,2015,2017,Louisiana,Sun Belt,101,2997,383,935,267,608,116,327,266,408,55,229,284,372,132,27,232,213,1148
2529,Cezar Guerrero,2012,2016,Total,Total,121,3004,373,938,204,460,169,478,232,287,45,290,335,309,124,4,197,293,1147
2530,Luke Kennard,2016,2017,Duke,ACC,73,2275,378,820,235,447,143,373,248,286,78,239,317,146,65,19,87,152,1147
2531,Charlie Lee,2012,2015,Cleveland State,Horizon,121,3566,359,889,192,471,167,418,262,299,50,248,298,455,130,6,285,298,1147
2532,Kenyon McNeaill,2011,2014,Louisiana Tech,Total,136,3049,351,927,127,314,224,613,221,293,50,243,293,223,128,10,203,239,1147
2533,D.J. Seeley,2009,2013,Total,Total,110,2276,373,846,232,503,141,343,260,344,107,241,348,194,112,16,189,204,1147
2534,Andrew Smith,2010,2013,Butler,Total,134,2968,409,773,373,661,36,112,293,435,251,397,648,97,78,65,133,323,1147
2535,Marvin Smith,2015,2018,North Carolina-Greensboro,Southern,124,3112,380,1060,180,436,200,624,187,264,169,407,576,94,107,54,142,342,1147
2536,Daniel Utomi,2016,2019,Akron,MAC,97,2504,382,894,175,363,207,531,176,242,75,311,386,110,59,24,144,188,1147
2537,Tony Hicks,2013,2017,Total,Total,106,2410,400,990,288,662,112,328,234,305,39,222,261,223,69,4,262,230,1146
2538,Phillip McDonald,2009,2012,New Mexico,MWC,133,2951,397,934,190,386,207,548,145,206,149,253,402,116,62,25,132,232,1146
2539,Randy Onwuasor,2014,2018,Total,Total,127,2601,374,944,290,655,84,289,314,408,110,297,407,211,113,23,232,259,1146
2540,Kurt Steidl,2014,2017,Vermont,AEC,137,3461,362,851,138,284,224,567,198,244,73,455,528,135,98,52,129,270,1146
2541,Danny Sumner,2007,2010,William & Mary,CAA,117,2864,424,997,289,583,135,414,163,292,135,262,397,106,60,56,160,147,1146
2542,Sundiata Gaines,2006,2008,Georgia,SEC,96,2975,394,932,298,625,96,307,261,430,192,349,541,398,193,17,246,196,1145
2543,Ja'Quan Newton,2015,2018,Miami (FL),ACC,127,2953,409,916,378,813,31,103,296,432,57,238,295,308,99,15,264,180,1145
2544,Chris Stephenson,2009,2012,North Carolina-Asheville,Big South,127,2911,432,1004,357,725,75,279,206,282,185,377,562,248,131,49,282,327,1145
2545,Rodney Williams,2010,2013,Minnesota,Big Ten,134,3289,450,879,404,698,46,181,199,342,198,339,537,197,110,141,172,286,1145
2546,Anthlon Bell,2013,2016,Arkansas,SEC,129,2360,394,1012,157,370,237,642,119,149,52,147,199,121,56,16,96,196,1144
2547,Will Figures,2008,2010,Northern Colorado,Big Sky,93,2509,329,779,192,463,137,316,349,414,49,185,234,196,76,1,207,207,1144
2550,Micah Seaborn,2016,2018,Monmouth,MAAC,85,2357,380,937,206,472,174,465,210,248,32,231,263,177,82,17,170,172,1144
2551,Justin Tuoyo,2013,2017,Total,Total,122,2837,413,743,398,688,15,55,303,455,253,358,611,97,75,281,151,319,1144
2552,Alex Zampier,2007,2010,Yale,Ivy,108,2527,367,924,232,502,135,422,275,337,32,219,251,196,167,20,233,208,1144
2553,Justin Burrell,2012,2015,Holy Cross,Patriot,120,3439,380,1017,240,611,140,406,243,292,30,197,227,414,97,2,253,196,1143
2554,Michael Carrera,2013,2016,South Carolina,SEC,122,2743,368,860,291,645,77,215,330,462,291,509,800,86,79,102,182,346,1143
2555,Khalif Toombs,2010,2013,South Carolina State,MEAC,125,3844,363,1000,243,607,120,393,297,402,46,253,299,508,144,3,309,311,1143
2556,Joel Wright,2011,2014,Total,Total,92,2001,380,854,348,739,32,115,351,474,178,308,486,114,84,51,266,266,1143
2557,Gabe York,2013,2016,Arizona,Pac-12,124,2904,379,915,150,346,229,569,156,208,40,236,276,191,72,26,131,173,1143
2558,Brent Jones,2012,2015,St. Francis (NY),NEC,126,3306,380,985,284,676,96,309,286,399,77,287,364,616,171,12,370,292,1142
2559,Brett Mcknight,2008,2011,Akron,MAC,125,2150,417,981,321,688,96,293,212,296,140,268,408,112,62,20,152,289,1142
2560,Arnett Moultrie,2009,2012,Total,Total,100,3020,441,863,413,766,28,97,232,343,296,540,836,100,101,85,206,237,1142
2561,Sandro Carissimo,2011,2014,Vermont,AEC,134,3610,394,946,259,601,135,345,218,270,64,306,370,278,137,31,176,215,1141
2562,David DiLeo,2017,2019,Central Michigan,MAC,103,3198,355,879,102,211,253,668,178,223,151,420,571,103,83,25,71,214,1141
2563,Nick Duncan,2014,2017,Boise State,MWC,130,3587,362,894,112,211,250,683,167,224,128,321,449,155,77,54,147,366,1141
2564,Kyle Ohman,2007,2010,Liberty,Big South,103,2809,357,880,157,360,200,520,227,300,80,340,420,206,105,32,202,249,1141
2565,Kahlil Thomas,2014,2017,Rider,MAAC,117,2889,448,851,436,812,12,39,233,377,241,494,735,107,75,92,194,308,1141
2566,Manny Atkins,2010,2014,Total,Total,121,2885,375,841,219,460,156,381,234,290,123,388,511,138,123,37,141,208,1140
2567,Marcus Damas,2012,2014,Towson,CAA,98,3140,387,960,265,582,122,378,244,344,159,352,511,139,67,80,210,266,1140
2568,Brady Heslip,2012,2014,Baylor,Big 12,112,3015,359,829,58,140,301,689,121,147,26,123,149,102,63,1,42,135,1140
2569,Joey King,2013,2016,Total,Total,131,3250,372,829,199,382,173,447,223,268,116,287,403,146,57,44,153,351,1140
2572,Dakota Mathias,2015,2018,Purdue,Big Ten,141,3604,385,887,135,290,250,597,120,149,21,414,435,408,104,18,153,250,1140
2573,Nathan Moran,2015,2019,Lipscomb,A-Sun,128,2777,332,876,72,177,260,699,216,253,37,221,258,405,110,4,230,241,1140
2574,Trey Moses,2016,2019,Ball State,MAC,132,3301,426,801,422,788,4,13,284,503,274,632,906,284,66,139,278,358,1140
2575,Matt Shaw,2006,2008,Southern Illinois,MVC,101,3094,381,852,260,496,121,356,257,328,158,457,615,120,91,46,196,257,1140
2576,Khyri Thomas,2016,2018,Creighton,Big East,102,2773,429,839,298,516,131,323,151,210,116,355,471,255,141,26,165,180,1140
2577,Dwayne Bacon,2016,2017,Florida State,ACC,69,1987,418,930,329,645,89,285,214,292,81,263,344,111,68,5,145,128,1139
2578,Reginald Gee,2017,2019,Alabama State,SWAC,92,2534,361,894,211,507,150,387,267,362,95,286,381,81,52,25,160,162,1139
2579,Ky Howard,2013,2016,NJIT,Total,113,3172,380,795,334,671,46,124,333,479,126,409,535,416,85,16,319,285,1139
2580,Nathaniel Lester,2008,2012,Hofstra,CAA,128,3109,377,970,312,715,65,255,320,433,237,346,583,108,105,51,210,283,1139
2581,Dom Morris,2011,2014,Boston University,Total,129,3410,439,856,398,742,41,114,220,312,230,510,740,94,66,37,182,273,1139
2582,Vernon Teel,2009,2011,Loyola Marymount,WCC,80,2565,367,847,338,730,29,117,376,552,152,283,435,353,136,38,285,194,1139
2583,Will Triggs,2011,2014,Austin Peay,OVC,125,2964,412,779,412,776,0,3,315,519,235,358,593,154,73,69,197,245,1139
2584,Khalen Cumberlander,2013,2017,Central Connecticut State,NEC,114,3386,432,1020,312,639,120,381,154,283,71,278,349,242,109,15,251,243,1138
2585,Garlon Green,2010,2013,Texas Christian,Total,129,3278,399,951,277,613,122,338,218,285,103,348,451,103,58,43,184,315,1138
2586,Terence Jones,2010,2013,Total,Total,126,3392,355,1027,171,454,184,573,244,347,36,229,265,328,116,18,345,258,1138
2587,Ben McCauley,2006,2009,North Carolina State,ACC,124,2998,438,819,435,807,3,12,259,375,213,409,622,230,84,51,197,234,1138
2588,Brian Mills,2008,2011,Mercer,A-Sun,128,2927,418,868,359,669,59,199,243,334,220,383,603,124,83,99,216,350,1138
2589,Brandon Tabb,2017,2018,Bethune-Cookman,MEAC,62,2038,359,926,156,331,203,595,217,248,49,234,283,102,89,30,116,185,1138
2590,Mikey Thompson,2013,2016,Boise State,MWC,126,3394,363,864,287,650,76,214,336,436,59,223,282,298,87,2,211,187,1138
2591,Tim Abromaitis,2008,2012,Notre Dame,Big East,83,2382,368,792,208,402,160,390,241,289,95,303,398,121,45,27,104,154,1137
2592,Marcus Burton,2012,2015,Wagner,NEC,112,2580,377,962,229,511,148,451,235,290,40,179,219,174,101,10,160,174,1137
2593,Michael Kessens,2013,2017,Total,Total,127,3178,447,825,436,773,11,52,232,347,262,570,832,125,96,85,251,368,1137
2594,Shamir Davis,2010,2013,Northwestern State,Southland,125,2876,341,830,273,606,68,224,386,542,79,174,253,296,107,9,279,192,1136
2595,Jordan Fouse,2013,2016,Green Bay,Horizon,134,4171,421,924,369,737,52,187,242,396,316,718,1034,397,264,183,248,363,1136
2596,Tadric Jackson,2015,2018,Georgia Tech,ACC,131,2642,433,1071,331,695,102,376,168,283,60,219,279,200,70,19,173,216,1136
2597,Julysses Nobles,2010,2014,Total,Total,122,3286,360,928,242,585,118,343,298,435,46,326,372,376,162,14,283,290,1136
2598,Mario Boggan,2006,2007,Oklahoma State,Big 12,67,2018,424,761,402,674,22,87,265,337,168,276,444,80,73,54,158,200,1135
2599,Cleanthony Early,2013,2014,Wichita State,MVC,75,1965,371,790,258,465,113,325,280,342,137,288,425,50,58,63,131,183,1135
2600,Leland King,2014,2018,Total,Total,108,2281,439,956,337,658,102,298,155,223,164,522,686,120,55,37,141,168,1135
2601,Luke Kornet,2014,2017,Vanderbilt,SEC,128,3085,383,918,233,449,150,469,219,281,154,455,609,143,49,210,138,250,1135
2602,Travis Trice,2012,2015,Michigan State,Big Ten,134,3164,371,952,169,440,202,512,191,267,39,241,280,387,122,15,177,237,1135
2603,Isaiah Williams,2014,2018,Total,Total,126,2971,372,893,214,471,158,422,233,291,34,181,215,295,88,10,177,179,1135
2604,Javier Duren,2012,2015,Yale,Ivy,111,2724,333,849,217,508,116,341,352,445,84,337,421,312,127,19,267,284,1134
2605,Jarren Greenwood,2016,2019,McNeese State,Southland,115,3390,359,937,254,579,105,358,311,399,33,260,293,290,98,7,194,194,1134
